Invoice_No,Invoice_Date,Supplier_GSTIN,Supplier_Name,Supplier_State,Invoice_Type,PO_Number,Item_Name,HSN_SAC,UOM,Quantity,Unit_Price,Taxable_Value,GST_Rate_%,CGST,SGST,IGST,Total_Amount,Payment_Mode,Branch_City,Match_Status,Reason,ITC_Eligible
MS/2511/01304,2025-11-19,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2511/4153,Amoxicillin 500mg,3004,box,32,155,4960.0,12,297.6,297.6,0.0,5555.2,UPI,Tumakuru,Matched,,Yes
MS/2503/01305,2025-03-14,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2503/9992,ORS Sachet,3004,pack,6,42,252.0,5,6.3,6.3,0.0,264.6,NEFT,Mysuru,Matched,,Yes
MS/2509/01306,2025-09-17,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2509/6103,Cotton Roll,3005,pack,47,89,4183.0,5,0.0,0.0,209.15,4392.15,NEFT,Tumakuru,Matched,,Yes
MS/2504/01307,2025-04-12,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2504/5079,Cotton Roll,3005,pack,12,107,1284.0,5,32.1,32.1,0.0,1348.2,Cash,Hubli,Matched,,Yes
MS/2510/01308,2025-10-23,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2510/8883,Thermometer,9025,piece,18,621,11178.0,12,670.68,670.68,0.0,12519.36,UPI,Hubli,Matched,,Yes
MS/2507/01309,2025-07-23,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2507/7925,Blood Pressure Monitor,9018,piece,31,2103,65193.0,12,0.0,0.0,7823.16,73016.16,Credit,Belagavi,Matched,,Yes
MS/2508/01310,2025-08-10,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2508/7249,Face Shield,3926,piece,1,285,285.0,18,0.0,0.0,51.3,336.3,Card,Bangalore,Matched,,Yes
MS/2506/01311,2025-06-03,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2506/3878,Calcium Tablets,3004,box,10,216,2160.0,12,129.6,129.6,0.0,2419.2,Cash,Mangaluru,Matched,,Yes
MS/2508/01312,2025-08-26,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2508/8878,Gauze Bandage,3005,pack,19,83,1577.0,5,0.0,0.0,78.85,1655.85,UPI,Hubli,Matched,,Yes
MS/2503/01313X,2025-03-11,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2503/4106,Thermometer,9025,piece,10,649,6490.0,12,389.4,389.4,0.0,7268.8,UPI,Bangalore,Mismatch,Invoice number mismatch,Yes
MS/2509/01314,2025-09-14,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2509/7465,Face Shield,3926,piece,13,196,2548.0,18,0.0,0.0,458.64,3006.64,Cash,Mangaluru,Matched,,Yes
MS/2509/01315,2025-09-08,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2509/1636,Multivitamin Capsules,2106,bottle,3,319,957.0,18,0.0,0.0,172.26,1129.26,UPI,Mangaluru,Matched,,Yes
MS/2510/01316,2025-10-17,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2510/5182,Thermometer,9025,piece,49,403,19747.0,12,0.0,0.0,2369.64,22116.64,Cash,Belagavi,Matched,,Yes
MS/2512/01317,2025-12-30,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2512/7313,Antacid Suspension,3004,bottle,45,84,3780.0,12,226.8,226.8,0.0,4233.6,Card,Tumakuru,Matched,,Yes
MS/2505/01318,2025-05-07,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2505/6921,Face Shield,3926,piece,2,298,596.0,18,53.64,53.64,0.0,703.28,UPI,Tumakuru,Matched,,Yes
MS/2512/01319,2025-12-07,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2512/3414,Hand Sanitizer 500ml,3808,bottle,20,206,4120.0,18,0.0,0.0,741.6,4861.6,Cash,Mysuru,Matched,,Yes
MS/2511/01320,2025-11-05,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2511/2512,Blood Pressure Monitor,9018,piece,1,1439,1439.0,12,86.34,86.34,0.0,1611.68,Card,Mangaluru,Matched,,Yes
MS/2512/01321,2025-12-28,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2512/7929,Amoxicillin 500mg,3004,box,34,216,7344.0,12,440.64,440.64,0.0,8225.28,NEFT,Mangaluru,Matched,,Yes
MS/2505/01322,2025-05-10,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2505/6045,Pulse Oximeter,9018,piece,35,1683,58905.0,12,0.0,0.0,7068.6,65973.6,Card,Tumakuru,Matched,,Yes
MS/2502/01323,2025-02-15,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2502/5407,Multivitamin Capsules,2106,bottle,12,183,2196.0,18,0.0,0.0,395.28,2591.28,NEFT,Tumakuru,Matched,,Yes
MS/2507/01324,2025-07-23,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2507/1025,Paracetamol 500mg,3004,box,11,205,2255.0,12,0.0,0.0,270.6,2525.6,UPI,Bangalore,Matched,,Yes
MS/2512/01325,2025-12-23,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2512/8060,Pulse Oximeter,9018,piece,27,1490,40230.0,12,0.0,0.0,4827.6,45057.6,NEFT,Mysuru,Matched,,Yes
MS/2507/01326,2025-07-11,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2507/3981,ORS Sachet,3004,pack,13,82,1066.0,5,0.0,0.0,53.3,1119.3,Credit,Bangalore,Matched,,Yes
MS/2508/01327,2025-08-19,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2508/1966,Thermometer,9025,piece,12,282,3384.0,12,203.04,203.04,0.0,3790.08,NEFT,Mysuru,Matched,,Yes
MS/2505/01328,2025-05-13,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2505/2789,Gauze Bandage,3005,pack,41,151,6191.0,4,0,0,247.64,6438.64,NEFT,Bangalore,Mismatch,GST rate mismatch,Yes
MS/2505/01329,2025-05-31,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2505/2052,Cough Syrup,3004,bottle,8,155,1240.0,12,0.0,0.0,148.8,1388.8,Cash,Bangalore,Matched,,Yes
MS/2510/01330,2025-10-27,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2510/2651,Face Shield,3926,piece,16,262,4192.0,18,377.28,377.28,0.0,4946.56,UPI,Bangalore,Matched,,Yes
MS/2505/01331,2025-05-17,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2505/4458,Multivitamin Capsules,2106,bottle,2,159,318.0,18,28.62,28.62,0.0,375.24,Credit,Bangalore,Matched,,Yes
MS/2507/01332,2025-07-12,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2507/8961,Pulse Oximeter,9018,piece,49,1444,70756.0,12,4245.36,4245.36,0.0,79246.72,Card,Hubli,Matched,,Yes
MS/2511/01333,2025-11-06,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2511/6620,Insulin Pen Needle,9018,box,24,549,13176.0,12,0.0,0.0,1581.12,14757.12,Cash,Mysuru,Matched,,Yes
MS/2507/01334,2025-07-04,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2507/6833,Cough Syrup,3004,bottle,40,99,3960.0,12,0.0,0.0,475.2,4435.2,Cash,Bangalore,Matched,,Yes
MS/2501/01335,2025-01-02,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2501/1420,Cough Syrup,3004,bottle,47,120,5640.0,12,338.4,338.4,0.0,6316.8,Credit,Bangalore,Matched,,Yes
MS/2509/01336,2025-09-29,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2509/8785,Surgical Mask Pack,6307,pack,24,155,3720.0,5,0.0,0.0,186.0,3906.0,Credit,Mangaluru,Matched,,Yes
MS/2512/01337,2025-12-05,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2512/1272,Paracetamol 500mg,3004,box,41,162,6642.0,12,398.52,398.52,0.0,7439.04,Cash,Bangalore,Matched,,Yes
MS/2506/01338,2025-06-16,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2506/7556,Surgical Mask Pack,6307,pack,39,164,6396.0,5,159.9,159.9,0.0,6715.8,Credit,Bangalore,Matched,,Yes
MS/2506/01339,2025-06-28,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2506/7305,Face Shield,3926,piece,4,277,1108.0,18,0.0,0.0,199.44,1307.44,Cash,Belagavi,Matched,,Yes
MS/2504/01340,2025-04-10,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2504/1520,Pulse Oximeter,9018,piece,37,1933,71521.0,12,0.0,0.0,8582.52,80103.52,NEFT,Mangaluru,Matched,,Yes
MS/2502/01341,2025-02-14,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2502/8311,Calcium Tablets,3004,box,30,118,3540.0,12,0.0,0.0,424.8,3964.8,UPI,Mangaluru,Matched,,Yes
MS/2512/01342,2025-12-06,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2512/3792,Surgical Mask Pack,6307,pack,16,94,1504.0,5,0.0,0.0,75.2,1579.2,UPI,Bangalore,Matched,,Yes
MS/2508/01343,2025-08-11,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2508/5593,Blood Pressure Monitor,9018,piece,21,1985,41685.0,12,2501.1,2501.1,0.0,46687.2,NEFT,Tumakuru,Matched,,Yes
MS/2505/01344,2025-05-12,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2505/9060,Vitamin C Tablets,2106,bottle,5,196,980.0,18,88.2,88.2,0.0,1156.4,UPI,Tumakuru,Matched,,Yes
MS/2506/01345,2025-06-20,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2506/6623,Multivitamin Capsules,2106,bottle,20,143,2860.0,18,257.4,257.4,0.0,3374.8,Card,Tumakuru,Matched,,Yes
MS/2507/01346,2025-07-15,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2507/5244,Cotton Roll,3005,pack,15,58,870.0,5,0.0,0.0,43.5,913.5,UPI,Hubli,Matched,,Yes
MS/2502/01347,2025-02-14,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2502/2902,Amoxicillin 500mg,3004,box,22,216,4752.0,12,0.0,0.0,570.24,5322.24,Credit,Hubli,Matched,,Yes
MS/2503/01348,2025-03-07,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2503/1027,Cough Syrup,3004,bottle,37,273,10101.0,12,0.0,0.0,1212.12,11313.12,Cash,Bangalore,Matched,,Yes
MS/2510/01349X,2025-10-30,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2510/6237,Thermometer,9025,piece,25,396,9900.0,12,0.0,0.0,1188.0,11088.0,Cash,Tumakuru,Mismatch,Invoice number mismatch,Yes
MS/2503/01350,2025-03-06,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2503/2746,Disposable Gloves,4015,box,38,233,8854.0,12,0.0,0.0,1062.48,9916.48,Card,Bangalore,Matched,,Yes
MS/2510/01351,2025-10-03,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2510/5863,Insulin Pen Needle,9018,box,10,617,6170.0,12,370.2,370.2,0.0,6910.4,NEFT,Mangaluru,Matched,,Yes
MS/2512/01352,2025-12-14,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2512/3389,ORS Sachet,3004,pack,39,56,2184.0,5,54.6,54.6,0.0,2293.2,UPI,Belagavi,Mismatch,Invoice date mismatch,Yes
MS/2506/01353,2025-06-13,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2506/5480,Pulse Oximeter,9018,piece,45,1152,51840.0,12,0.0,0.0,6220.8,58060.8,Credit,Mangaluru,Matched,,Yes
MS/2511/01354,2025-11-20,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2511/7171,Face Shield,3926,piece,10,270,2700.0,18,243.0,243.0,0.0,3186.0,UPI,Hubli,Matched,,Yes
MS/2503/01355,2025-03-20,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2503/3933,Surgical Mask Pack,6307,pack,45,53,2385.0,5,59.63,59.63,0.0,2504.25,Card,Tumakuru,Matched,,Yes
MS/2507/01356,2025-07-20,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2507/7427,Blood Pressure Monitor,9018,piece,2,2322,4644.0,12,0.0,0.0,557.28,5201.28,Cash,Mangaluru,Matched,,Yes
MS/2512/01357,2025-12-14,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2512/7407,Antacid Suspension,3004,bottle,49,170,8330.0,12,499.8,499.8,0.0,9329.6,UPI,Belagavi,Matched,,Yes
MS/2505/01358,2025-05-25,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2505/9978,Thermometer,9025,piece,45,618,27810.0,12,0.0,0.0,3337.2,31147.2,Card,Bangalore,Matched,,Yes
MS/2503/01359,2025-03-09,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2503/8496,Multivitamin Capsules,2106,bottle,2,265,530.0,18,0.0,0.0,95.4,625.4,NEFT,Belagavi,Matched,,Yes
MS/2503/01360,2025-03-12,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2503/4436,Face Shield,3926,piece,10,127,1270.0,18,114.3,114.3,0.0,1498.6,NEFT,Tumakuru,Matched,,Yes
MS/2504/01361,2025-04-11,24GGGGG6666G1Z4,Wellness Medicos,29,B2B,PO/2504/2670,Antacid Suspension,3004,bottle,47,217,10199.0,12,611.94,611.94,0.0,11422.88,NEFT,Mangaluru,Mismatch,Supplier GSTIN mismatch,Yes
MS/2508/01362,2025-08-07,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2508/8763,Ibuprofen 400mg,3004,box,7,181,1267.0,12,0.0,0.0,152.04,1419.04,NEFT,Bangalore,Matched,,Yes
MS/2503/01363,2025-03-02,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2503/3434,Insulin Pen Needle,9018,box,38,422,16036.0,12,0.0,0.0,1924.32,17960.32,Card,Mysuru,Matched,,Yes
MS/2501/01364,2025-01-18,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2501/5959,Surgical Mask Pack,6307,pack,26,165,4290.0,5,0.0,0.0,214.5,4504.5,Credit,Mysuru,Matched,,Yes
MS/2512/01365,2025-12-01,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2512/7260,Amoxicillin 500mg,3004,box,50,357,17850.0,12,0.0,0.0,2142.0,19992.0,Cash,Tumakuru,Matched,,Yes
MS/2512/01366,2025-12-01,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2512/2910,Antacid Suspension,3004,bottle,1,100,100.0,12,6.0,6.0,0.0,112.0,UPI,Bangalore,Matched,,Yes
MS/2509/01367,2025-09-08,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2509/5484,Surgical Mask Pack,6307,pack,2,162,324.0,5,0.0,0.0,16.2,340.2,UPI,Belagavi,Matched,,Yes
MS/2504/01368,2025-04-03,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2504/3051,Face Shield,3926,piece,14,166,2324.0,18,0.0,0.0,418.32,2742.32,UPI,Hubli,Matched,,Yes
MS/2502/01369,2025-02-02,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2502/7451,Blood Pressure Monitor,9018,piece,26,1240,32240.0,12,0.0,0.0,3868.8,36108.8,Credit,Belagavi,Matched,,Yes
MS/2509/01370,2025-09-29,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2509/9830,Amoxicillin 500mg,3004,box,34,419,14246.0,12,854.76,854.76,0.0,15955.52,UPI,Mysuru,Matched,,Yes
MS/2512/01371,2025-12-04,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2512/1087,Blood Pressure Monitor,9018,piece,39,1568,61152.0,12,0.0,0.0,7338.24,68490.24,Credit,Mangaluru,Matched,,Yes
MS/2506/01372,2025-06-10,29DDDDE4444D1Z1,CarePlus Pharma,27,B2B,PO/2506/4378,Ibuprofen 400mg,3004,box,9,237,2133.0,12,0.0,0.0,255.96,2388.96,NEFT,Bangalore,Mismatch,Supplier GSTIN mismatch,Yes
MS/2510/01373,2025-10-15,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2510/9292,Ibuprofen 400mg,3004,box,6,121,726.0,12,0.0,0.0,87.12,813.12,Cash,Hubli,Matched,,Yes
MS/2510/01374,2025-10-06,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2510/5068,Cotton Roll,3005,pack,43,30,1290.0,5,0.0,0.0,64.5,1354.5,Cash,Bangalore,Matched,,Yes
MS/2509/01375,2025-09-23,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2509/9035,Calcium Tablets,3004,box,29,110,3190.0,12,0.0,0.0,382.8,3572.8,Cash,Belagavi,Matched,,Yes
MS/2506/01376,2025-06-30,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2506/2622,Calcium Tablets,3004,box,33,128,4224.0,12,253.44,253.44,0.0,4730.88,UPI,Mysuru,Matched,,Yes
MS/2501/01377,2025-01-19,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2501/3198,ORS Sachet,3004,pack,20,47,940.0,5,23.5,23.5,0.0,987.0,Credit,Belagavi,Matched,,Yes
MS/2504/01378,2025-04-21,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2504/7914,Antacid Suspension,3004,bottle,18,102,1836.0,12,110.16,110.16,0.0,2056.32,UPI,Belagavi,Matched,,Yes
MS/2505/01379,2025-05-11,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2505/7554,Cough Syrup,3004,bottle,42,126,5292.0,12,0.0,0.0,635.04,5927.04,Card,Bangalore,Matched,,Yes
MS/2505/01380,2025-05-11,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2505/2156,ORS Sachet,3004,pack,35,46,1610.0,5,0.0,0.0,80.5,1690.5,Cash,Tumakuru,Matched,,Yes
MS/2512/01381,2025-12-23,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2512/9379,Antacid Suspension,3004,bottle,37,238,8806.0,12,528.36,528.36,0.0,9862.72,Credit,Mysuru,Matched,,Yes
MS/2508/01382,2025-08-03,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2508/1424,Insulin Pen Needle,9018,box,28,394,11032.0,12,0.0,0.0,1323.84,12355.84,Credit,Mysuru,Matched,,Yes
MS/2502/01383,2025-02-09,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2502/9984,Vitamin C Tablets,2106,bottle,18,88,1584.0,18,0.0,0.0,285.12,1869.12,Card,Bangalore,Matched,,Yes
MS/2506/01384,2025-06-18,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2506/3397,Antacid Suspension,3004,bottle,22,139,3058.0,12,0.0,0.0,366.96,3424.96,NEFT,Hubli,Matched,,Yes
MS/2501/01385,2025-01-06,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2501/2720,Cough Syrup,3004,bottle,15,181,2715.0,12,0.0,0.0,325.8,3040.8,UPI,Mysuru,Matched,,Yes
MS/2509/01386,2025-09-27,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2509/9666,Multivitamin Capsules,2106,bottle,16,158,2528.0,18,0.0,0.0,455.04,2983.04,Cash,Tumakuru,Matched,,Yes
MS/2510/01387,2025-10-20,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2510/2623,Calcium Tablets,3004,box,18,230,4140.0,12,0.0,0.0,496.8,4636.8,UPI,Mysuru,Matched,,Yes
MS/2506/01388,2025-06-12,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2506/9711,Blood Pressure Monitor,9018,piece,23,2588,59524.0,12,0.0,0.0,7142.88,66666.88,Credit,Belagavi,Matched,,Yes
MS/2507/01389,2025-07-26,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2507/1155,Multivitamin Capsules,2106,bottle,5,242,1210.0,18,108.9,108.9,0.0,1427.8,Credit,Tumakuru,Matched,,Yes
MS/2503/01390,2025-03-21,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2503/5380,ORS Sachet,3004,pack,25,92,2300.0,5,0.0,0.0,115.0,2415.0,UPI,Tumakuru,Matched,,Yes
MS/2511/01391,2025-11-24,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2511/8500,Surgical Mask Pack,6307,pack,44,147,6468.0,5,0.0,0.0,323.4,6791.4,NEFT,Mangaluru,Matched,,Yes
MS/2507/01392,2025-07-01,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2507/8008,Pulse Oximeter,9018,piece,19,1464,27816.0,12,1668.96,1668.96,0.0,31153.92,Credit,Tumakuru,Matched,,Yes
MS/2504/01393,2025-04-28,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2504/6123,Amoxicillin 500mg,3004,box,20,328,6560.0,12,0.0,0.0,787.2,7347.2,UPI,Tumakuru,Matched,,Yes
MS/2502/01394,2025-02-10,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2502/1940,Surgical Mask Pack,6307,pack,6,82,492.0,5,0.0,0.0,24.6,516.6,UPI,Tumakuru,Matched,,Yes
MS/2505/01395,2025-05-27,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2505/9334,Face Shield,3926,piece,1,198,198.0,18,0.0,0.0,35.64,233.64,NEFT,Mangaluru,Matched,,Yes
MS/2509/01396,2025-09-12,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2509/7643,Calcium Tablets,3004,box,45,106,4770.0,12,0.0,0.0,572.4,5342.4,UPI,Belagavi,Matched,,Yes
MS/2504/01397,2025-04-08,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2504/6653,Cotton Roll,3005,pack,45,98,4410.0,5,110.25,110.25,0.0,4630.5,NEFT,Tumakuru,Matched,,Yes
MS/2512/01398,2025-12-05,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2512/8350,Disposable Gloves,4015,box,3,430,1290.0,12,0.0,0.0,154.8,1444.8,NEFT,Tumakuru,Matched,,Yes
MS/2509/01399,2025-09-26,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2509/3184,Blood Pressure Monitor,9018,piece,5,1951,9755.0,12,585.3,585.3,0.0,10925.6,Credit,Hubli,Matched,,Yes
MS/2501/01400,2025-01-27,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2501/7115,Face Shield,3926,piece,13,133,1729.0,18,0.0,0.0,311.22,2040.22,UPI,Hubli,Matched,,Yes
MS/2512/01401,2025-12-14,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2512/5752,Calcium Tablets,3004,box,50,105,5250.0,12,315.0,315.0,0.0,5880.0,Cash,Mangaluru,Matched,,Yes
MS/2505/01402,2025-05-31,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2505/7449,Thermometer,9025,piece,1,557,557.0,12,0.0,0.0,66.84,623.84,NEFT,Hubli,Matched,,Yes
MS/2511/01403,2025-11-26,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2511/8999,Ibuprofen 400mg,3004,box,30,318,9540.0,12,0.0,0.0,1144.8,10684.8,UPI,Hubli,Matched,,Yes
MS/2501/01404,2025-01-04,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2501/6798,Gauze Bandage,3005,pack,22,73,1606.0,5,40.15,40.15,0.0,1686.3,UPI,Bangalore,Matched,,Yes
MS/2506/01405,2025-06-29,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2506/2660,Cough Syrup,3004,bottle,23,87,2001.0,12,0.0,0.0,240.12,2241.12,Card,Mangaluru,Matched,,Yes
MS/2504/01406,2025-04-12,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2504/7729,Pulse Oximeter,9018,piece,33,1214,40062.0,12,0.0,0.0,4807.44,44869.44,UPI,Mangaluru,Matched,,Yes
MS/2501/01407,2025-01-04,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2501/7477,Hand Sanitizer 500ml,3808,bottle,8,210,1680.0,18,0.0,0.0,302.4,1982.4,Cash,Hubli,Matched,,Yes
MS/2507/01408,2025-07-06,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2507/2780,Blood Pressure Monitor,9018,piece,35,1751,61285.0,12,0.0,0.0,7354.2,68639.2,Card,Tumakuru,Matched,,Yes
MS/2508/01409,2025-08-13,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2508/8110,ORS Sachet,3004,pack,23,115,2645.0,5,0.0,0.0,132.25,2777.25,UPI,Hubli,Matched,,Yes
MS/2512/01410,2025-12-30,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2512/1659,Vitamin C Tablets,2106,bottle,7,132,924.0,18,83.16,83.16,0.0,1090.32,NEFT,Mangaluru,Matched,,Yes
MS/2508/01411,2025-08-04,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2508/4260,Ibuprofen 400mg,3004,box,11,260,2860.0,12,0.0,0.0,343.2,3203.2,Card,Tumakuru,Matched,,Yes
MS/2505/01412,2025-05-17,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2505/9119,Cotton Roll,3005,pack,32,100,3200.0,5,0.0,0.0,160.0,3360.0,NEFT,Hubli,Matched,,Yes
MS/2507/01413,2025-07-24,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2507/2767,Cough Syrup,3004,bottle,9,113,1017.0,12,0.0,0.0,122.04,1139.04,UPI,Mysuru,Matched,,Yes
MS/2503/01414,2025-03-21,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2503/1852,Pulse Oximeter,9018,piece,1,1384,1384.0,12,0.0,0.0,166.08,1550.08,Cash,Mangaluru,Matched,,Yes
MS/2511/01415,2025-11-02,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2511/5623,Cotton Roll,3005,pack,31,67,2077.0,5,51.93,51.93,0.0,2180.85,Card,Bangalore,Matched,,Yes
MS/2508/01416,2025-08-08,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2508/9376,Disposable Gloves,4015,box,10,493,4930.0,12,295.8,295.8,0.0,5521.6,NEFT,Mysuru,Matched,,Yes
MS/2505/01417,2025-05-24,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2505/8031,Hand Sanitizer 500ml,3808,bottle,8,260,2080.0,18,0.0,0.0,374.4,2454.4,NEFT,Mangaluru,Matched,,Yes
MS/2512/01418,2025-12-28,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2512/4091,Pulse Oximeter,9018,piece,40,1271,50840.0,12,0.0,0.0,6100.8,56940.8,Credit,Tumakuru,Matched,,Yes
MS/2511/01419,2025-11-21,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2511/7574,Surgical Mask Pack,6307,pack,8,73,584.0,5,0.0,0.0,29.2,613.2,UPI,Hubli,Matched,,Yes
